Iteration                Wall_Time                Samples                  Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Critic_Loss              Actor_Loss               Clip_Frac                Imp_Ratio                Action_Bound_Loss        Adv_Mean                 Adv_Std                  Smp_Reward_Mean          Smp_Reward_Std           Sds_Loss_Mean            Sds_Loss_Std             Obs_Norm_Mean            Obs_Norm_Std             Exp_Prob                 
1000                     1.413194348944558        131203072                0.0                      271.488037109375         4141                     0.0                      263.45343017578125       47429                    0.3139724135398865       -0.010213619098067284    0.13151398301124573      0.9995923042297363       4.745589103549719e-05    0.015715517103672028     0.5612756609916687       0.17863571643829346      0.08448785543441772      0.3172426223754883       0.14589379727840424      0.3722383379936218       0.6431542038917542       1.0                      
1100                     1.5513389503293566       144310272                0.0                      272.4227294921875        4135                     0.0                      267.222900390625         46669                    0.2781496047973633       -0.00881343986839056     0.131755068898201        0.9999790191650391       5.988241173326969e-05    0.0160713829100132       0.529735803604126        0.19419394433498383      0.08533184230327606      0.2808079421520233       0.12585647404193878      0.3722383379936218       0.6431542038917542       1.0                      
1200                     1.6877725546227562       157417472                0.0                      276.29901123046875       4134                     0.0                      269.3011169433594        46262                    0.2377956658601761       -0.0076018027029931545   0.140675351023674        0.9998343586921692       8.607676136307418e-05    0.011157149448990822     0.49056291580200195      0.20391283929347992      0.08718086034059525      0.25642555952072144      0.12342844158411026      0.3722383379936218       0.6431542038917542       1.0                      
1300                     1.8218615239196354       170524672                0.0                      276.7034606933594        4131                     0.0                      272.2864074707031        45690                    0.23022156953811646      -0.009761275723576546    0.14362792670726776      0.9995895624160767       7.425512740155682e-05    -0.005924561060965061    0.4807562828063965       0.21151535212993622      0.08736924827098846      0.2359308898448944       0.10742802917957306      0.3722383379936218       0.6431542038917542       1.0                      
1400                     1.9578874492645264       183631872                0.0                      280.678466796875         4124                     0.0                      274.8052062988281        45225                    0.24999268352985382      -0.013354435563087463    0.12128295749425888      0.9997579455375671       5.277294621919282e-05    0.0062071350403130054    0.501076340675354        0.21611249446868896      0.08746292442083359      0.22230932116508484      0.12362729012966156      0.3722383379936218       0.6431542038917542       1.0                      
1500                     2.0985880905389784       196739072                0.0                      284.79119873046875       4109                     0.0                      277.0061950683594        44840                    0.2010500282049179       -0.00916044320911169     0.149394229054451        0.99986332654953         6.0483453125925735e-05   0.008746260777115822     0.4490503668785095       0.2231982946395874       0.08377085626125336      0.20293137431144714      0.08716977387666702      0.3722383379936218       0.6431542038917542       1.0                      
1600                     2.2342737233638763       209846272                0.0                      285.68023681640625       4106                     0.0                      279.7427978515625        44341                    0.14499014616012573      -0.004213734529912472    0.15891876816749573      1.000070571899414        6.861121073598042e-05    0.007021084427833557     0.3813144862651825       0.2254076898097992       0.08040720224380493      0.19068670272827148      0.0694156065583229       0.3722383379936218       0.6431542038917542       1.0                      
1700                     2.369296524193552        222953472                0.0                      287.7565002441406        4107                     0.0                      282.9474182128906        43779                    0.20914140343666077      -0.01265227235853672     0.13134919106960297      0.9996730089187622       6.056030542822555e-05    0.01006670854985714      0.458361953496933        0.22882726788520813      0.07774706184864044      0.18120285868644714      0.08967765420675278      0.3722383379936218       0.6431542038917542       1.0                      
1800                     2.5031928400860894       236060672                0.0                      289.7245788574219        4099                     0.0                      284.61346435546875       43494                    0.21549959480762482      -0.015017925761640072    0.132080078125           0.9997758269309998       6.062542161089368e-05    0.013712887652218342     0.46439066529273987      0.22752884030342102      0.07457731664180756      0.1731906235218048       0.07526814192533493      0.3722383379936218       0.6431542038917542       1.0                      
1900                     2.637317074537277        249167872                0.0                      299.2197265625           4096                     0.0                      288.446533203125         42859                    0.1528843343257904       -0.00912471953779459     0.1464492827653885       1.0000178813934326       8.978719415608793e-05    0.013920559547841549     0.3914980888366699       0.2274719476699829       0.06915207952260971      0.16449452936649323      0.0533594973385334       0.3722383379936218       0.6431542038917542       1.0                      
2000                     2.7705089309480457       262275072                0.0                      299.7951965332031        4096                     0.0                      295.1230773925781        41770                    0.1441822201013565       -0.010411263443529606    0.15905609726905823      0.9999746680259705       8.533830259693787e-05    0.006662182975560427     0.3799658715724945       0.22353307902812958      0.06733318418264389      0.16073200106620789      0.08223461359739304      0.3722383379936218       0.6431542038917542       1.0                      
2100                     2.9033944763739905       275382272                0.0                      299.4423828125           4096                     0.0                      296.46533203125          41553                    0.11850839853286743      -0.0064278170466423035   0.16280518472194672      0.9997343420982361       8.542182331439108e-05    0.01824313960969448      0.34430524706840515      0.22154271602630615      0.0643409788608551       0.15577439963817596      0.08421681076288223      0.3722383379936218       0.6431542038917542       1.0                      
2200                     3.034837854305903        288489472                0.0                      299.86328125             4096                     0.0                      297.93499755859375       41310                    0.11336252093315125      -0.006610157433897257    0.1862533539533615       0.9996809959411621       9.354824578622356e-05    0.004189123399555683     0.33685460686683655      0.21793395280838013      0.06045687198638916      0.1512390673160553       0.05289958417415619      0.3722383379936218       0.6431542038917542       1.0                      
2300                     3.1666654892762502       301596672                0.0                      299.7920227050781        4096                     0.0                      298.54913330078125       41207                    0.09743046015501022      -0.0025571417063474655   0.19941405951976776      0.9993211030960083       8.169790089596063e-05    0.008571377024054527     0.31252413988113403      0.21344256401062012      0.06196743994951248      0.14900320768356323      0.05860563740134239      0.3722383379936218       0.6431542038917542       1.0                      
2400                     3.2981904945108624       314703872                0.0                      299.457275390625         4096                     0.0                      298.57525634765625       41200                    0.1101236566901207       -0.009389984421432018    0.18243561685085297      0.9997265934944153       0.00010163551633013412   0.012269883416593075     0.33216598629951477      0.2094215452671051       0.05804311856627464      0.14638718962669373      0.07041624933481216      0.3722383379936218       0.6431542038917542       1.0                      
2500                     3.429485095938047        327811072                0.0                      299.726318359375         4096                     0.0                      298.8439636230469        41161                    0.09595713764429092      -0.008771782740950584    0.16727904975414276      0.9997237324714661       0.00010390639363322407   0.014243118464946747     0.3099513053894043       0.20501184463500977      0.05856653302907944      0.14430542290210724      0.07564043998718262      0.3722383379936218       0.6431542038917542       1.0                      
2600                     3.5663015168242986       340918272                0.0                      299.458251953125         4096                     0.0                      298.9004821777344        41160                    0.11554794758558273      -0.010797703638672829    0.163136288523674        0.9999222159385681       0.00011211202945560217   0.01667414791882038      0.3401055634021759       0.20196375250816345      0.05785422772169113      0.142451673746109        0.09373094141483307      0.3722383379936218       0.6431542038917542       1.0                      
2700                     3.6974151417944165       354025472                0.0                      299.60888671875          4096                     0.0                      298.9961853027344        41131                    0.08086704462766647      -0.003238709643483162    0.1975357085466385       0.9999473690986633       0.00014406692935153842   0.01486978493630886      0.284341037273407        0.19620531797409058      0.05554542317986488      0.13902029395103455      0.04241935536265373      0.3722383379936218       0.6431542038917542       1.0                      
2800                     3.827581533855862        367132672                0.0                      299.721923828125         4096                     0.0                      299.3271789550781        41079                    0.10546524822711945      -0.009525828063488007    0.2038925141096115       0.9995546340942383       0.00012890055950265378   0.00890028290450573      0.32471612095832825      0.19141626358032227      0.055629704147577286     0.14095203578472137      0.11126796901226044      0.3722383379936218       0.6431542038917542       1.0                      
2900                     3.9580838247802523       380239872                0.0                      299.58251953125          4096                     0.0                      299.26849365234375       41084                    0.07595454901456833      -0.0038972534239292145   0.19761352241039276      0.9998607039451599       0.00015885299944784492   0.012502050027251244     0.27566832304000854      0.18717443943023682      0.054416608065366745     0.13647636771202087      0.04889536276459694      0.3722383379936218       0.6431542038917542       1.0                      
