Iteration                Wall_Time                Samples                  Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Critic_Loss              Actor_Loss               Clip_Frac                Imp_Ratio                Action_Bound_Loss        Adv_Mean                 Adv_Std                  Smp_Reward_Mean          Smp_Reward_Std           Sds_Loss_Mean            Sds_Loss_Std             Obs_Norm_Mean            Obs_Norm_Std             Exp_Prob                 
0                        0.004858140150705973     131072                   0.8338175415992737       17.823148727416992       15194                    0.5989928841590881       13.37436580657959        6475                     0.24802498519420624      0.02433847263455391      0.05276641994714737      0.9997017979621887       0.0                      0.22892773151397705      0.47095149755477905      0.05270690470933914      0.12991759181022644      2.447610855102539        1.9476041793823242       0.38274407386779785      0.4635901153087616       1.0                      
100                      0.14253857758310107      13238272                 0.9789068102836609       21.050119400024414       14010                    0.9474866390228271       20.791263580322266       627846                   0.24974538385868073      0.01860213093459606      0.05438842996954918      0.9997186660766602       0.0                      -0.0001368722878396511   0.49994635581970215      0.1628575176000595       0.26249390840530396      2.52274227142334         2.251957893371582        0.3382396996021271       0.43259677290916443      1.0                      
200                      0.27914174046781326      26345472                 1.0520035028457642       23.51363182067871        12365                    1.0776548385620117       23.640535354614258       552054                   0.2642040550708771       0.015392291359603405     0.07722778618335724      1.0001401901245117       0.0                      -0.00244083977304399     0.5144509077072144       0.2111569344997406       0.27399563789367676      1.6082507371902466       1.8665804862976074       0.33282920718193054      0.4303491413593292       1.0                      
300                      0.41700798908869424      39452672                 1.2786473035812378       27.329036712646484       15880                    1.2038617134094238       26.45003318786621        493082                   0.5934275984764099       0.0022059620823711157    0.07432861626148224      1.0000524520874023       0.0                      -0.002656002063304186    0.7714818120002747       0.25096699595451355      0.2502986490726471       1.080603837966919        1.554949164390564        0.32910043001174927      0.42979899048805237      1.0                      
400                      0.5554690008693272       52559872                 1.7610156536102295       38.64863586425781        13735                    1.4528743028640747       31.901002883911133       408231                   0.8017715811729431       0.0011304187355563045    0.06212463602423668      0.9995838403701782       0.0                      0.01850336417555809      0.8967381715774536       0.23750968277454376      0.2179286926984787       1.0167999267578125       1.691232442855835        0.3274425268173218       0.4308953881263733       1.0                      
500                      0.6952688086695141       65667072                 2.6068673133850098       55.76654815673828        15103                    1.907281756401062        41.07416534423828        316469                   0.9371475577354431       0.0009142828057520092    0.06693573296070099      0.9998244643211365       0.0                      0.02411491796374321      0.9691876173019409       0.22098809480667114      0.19649243354797363      0.986828088760376        1.7303389310836792       0.3255580961704254       0.4339546859264374       1.0                      
600                      0.8379609350363414       78774272                 17.176837921142578       414.7664794921875        4497                     3.509676456451416        82.2380599975586         146585                   1.077338695526123        0.0016052111750468612    0.09044952690601349      0.9995178580284119       0.0                      0.08308199793100357      1.038812279701233        0.19765102863311768      0.09185277670621872      0.4887325167655945       0.7266173958778381       0.32363367080688477      0.4389825761318207       1.0                      
700                      0.980551752448082        91881472                 20.226423263549805       462.2544250488281        4304                     14.250865936279297       367.8318786621094        32956                    0.9147989153862          -0.003189514623954892    0.06175384670495987      0.9999524354934692       0.0                      0.02163652889430523      0.95759516954422         0.22210639715194702      0.0759713426232338       0.3793336749076843       0.5289961695671082       0.32188695669174194      0.4408475160598755       1.0                      
800                      1.1219176393085055       104988672                21.80902671813965        475.553466796875         4275                     17.312448501586914       421.77532958984375       29410                    0.9290457367897034       -0.0010113581083714962   0.07896881550550461      0.9999870657920837       0.0                      -0.001401473768055439    0.9654061198234558       0.23766721785068512      0.07553836703300476      0.34083688259124756      0.5150020122528076       0.3210756480693817       0.44057539105415344      1.0                      
900                      1.2615988373094136       118095872                24.26507568359375        500.1533203125           4220                     19.777795791625977       448.68731689453125       27734                    0.8639828562736511       0.002045998116955161     0.06823425740003586      0.99998539686203         0.0                      0.01925932615995407      0.9315739274024963       0.2695280909538269       0.06959257274866104      0.2972978353500366       0.4002116918563843       0.3210756480693817       0.44057539105415344      1.0                      
1000                     1.4007914354403814       131203072                27.648286819458008       512.8841552734375        4169                     21.838422775268555       464.0288391113281        26816                    0.9351931214332581       -0.003564125392585993    0.08404236286878586      0.9998857378959656       0.0                      0.014771683141589165     0.9690283536911011       0.28925323486328125      0.06698491424322128      0.27488821744918823      0.349720299243927        0.3210756480693817       0.44057539105415344      1.0                      
1100                     1.5392524429824617       144310272                28.028730392456055       520.1199951171875        4174                     24.120498657226562       476.77813720703125       26120                    0.9257310032844543       -0.003787365974858403    0.09267883747816086      0.99961918592453         0.0                      0.02109895460307598      0.9658498167991638       0.3024909496307373       0.0646589994430542       0.2578464150428772       0.2563791275024414       0.3210756480693817       0.44057539105415344      1.0                      
1200                     1.6771252424849403       157417472                31.2547550201416         531.9074096679688        4147                     25.21571159362793        485.62664794921875       25621                    0.9852139353752136       -0.005029269494116306    0.08489532768726349      0.9998331069946289       0.0                      0.02882206067442894      0.99500572681427         0.31827405095100403      0.05946282669901848      0.24075818061828613      0.1783466637134552       0.3210756480693817       0.44057539105415344      1.0                      
1300                     1.8143477243847317       170524672                31.238195419311523       543.5065307617188        4128                     28.263105392456055       500.5032043457031        24825                    1.082423448562622        -0.008569355122745037    0.07652435451745987      1.0000206232070923       0.0                      0.01588338054716587      1.0432188510894775       0.3316643238067627       0.05809561908245087      0.23069249093532562      0.17522437870502472      0.3210756480693817       0.44057539105415344      1.0                      
1400                     1.9509324502282672       183631872                35.201663970947266       554.8898315429688        4120                     29.819223403930664       511.06231689453125       24292                    1.2152259349822998       -0.006805203389376402    0.092742919921875        1.0001978874206543       0.0                      0.027562104165554047     1.1057134866714478       0.3415650725364685       0.055617738515138626     0.22291870415210724      0.13450859487056732      0.3210756480693817       0.44057539105415344      1.0                      
1500                     2.0877650556961695       196739072                33.28413772583008        553.9237670898438        4118                     30.786376953125          521.8394165039062        23764                    1.3507200479507446       -0.012735947035253048    0.09611358493566513      0.9996911883354187       0.0                      0.007935254834592342     1.1658782958984375       0.3503440022468567       0.05474879965186119      0.2162361592054367       0.11976435035467148      0.3210756480693817       0.44057539105415344      1.0                      
1600                     2.22428575138251         209846272                36.7586784362793         561.3223266601562        4113                     31.61372947692871        525.1027221679688        23590                    1.3227812051773071       -0.013865681365132332    0.08376617729663849      0.9999780058860779       0.0                      -0.015408175997436047    1.1538441181182861       0.3576197922229767       0.054953720420598984     0.21167351305484772      0.0913965255022049       0.3210756480693817       0.44057539105415344      1.0                      
1700                     2.360631936788559        222953472                38.948490142822266       558.4632568359375        4115                     32.496490478515625       531.7944946289062        23279                    1.7444779872894287       -0.018116053193807602    0.07565002888441086      1.000163197517395        0.0                      0.0025589587166905403    1.324826717376709        0.3621309995651245       0.054804734885692596     0.2085362672805786       0.08404839783906937      0.3210756480693817       0.44057539105415344      1.0                      
1800                     2.4974188299311533       236060672                44.94437026977539        559.1425170898438        4112                     34.797367095947266       530.8756713867188        23321                    1.9843215942382812       -0.017518235370516777    0.08108978718519211      1.0000427961349487       0.0                      0.02246817573904991      1.4111007452011108       0.3631736636161804       0.05689915642142296      0.2086590677499771       0.10746732354164124      0.3210756480693817       0.44057539105415344      1.0                      
1900                     2.633992838660876        249167872                50.375396728515625       563.9907836914062        4112                     40.548004150390625       538.4265747070312        22966                    2.7997570037841797       -0.027969244867563248    0.08951111137866974      0.9999977946281433       0.0                      0.013612103648483753     1.6779365539550781       0.36231729388237         0.0558374747633934       0.20798447728157043      0.051572222262620926     0.3210756480693817       0.44057539105415344      1.0                      
2000                     2.7707489857408736       262275072                62.29664993286133        566.9458618164062        4103                     47.0920524597168         543.1619873046875        22752                    3.610905170440674        -0.031000349670648575    0.07782287895679474      1.0000778436660767       0.0                      0.012372811324894428     1.9049330949783325       0.36153921484947205      0.05728781968355179      0.20972788333892822      0.09515947848558426      0.3210756480693817       0.44057539105415344      1.0                      
2100                     2.9073484546608395       275382272                69.3775634765625         568.697509765625         4110                     53.13399124145508        546.1793212890625        22625                    3.9033238887786865       -0.033447958528995514    0.08376617729663849      1.0002331733703613       0.0                      -0.020057206973433495    1.9780004024505615       0.36361587047576904      0.05713481828570366      0.20761896669864655      0.034086864441633224     0.3210756480693817       0.44057539105415344      1.0                      
2200                     3.0435663750436572       288489472                78.1705093383789         568.371337890625         4109                     59.91193771362305        549.202392578125         22488                    5.214109897613525        -0.03408204764127731     0.08276519924402237      1.0003689527511597       0.0                      -0.011074341833591461    2.2865102291107178       0.3624584972858429       0.05727740004658699      0.20814979076385498      0.04658469185233116      0.3210756480693817       0.44057539105415344      1.0                      
